"Exp","ID","Section","LM","NearFar","Site","X","Y","Z","step","yaw","pitch","CurrFlowerDist","FlowerX","FlowerY","FlowerZ","LeftLMx","LeftLMy","LeftLMz","RightLMx","RightLMy","RightLMz","stops"
"1","1","Test","Y","NA","NA",-115.3106675,-283.806904,4784.50176,0,0,0,1190.94975351148,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"Y"
"1","1","Test","Y","NA","NA",-115.3106675,-283.806904,4784.50176,0,0,0,1190.94975351148,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"Y"
"1","1","Test","Y","NA","NA",-115.3106675,-283.806904,4784.50176,43.4092025688731,-1.5429619521362,-0.211707249499137,1190.94975351148,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-114.1295283,-274.685357,4742.078168,22.3818079173889,0.00584022494284264,-0.808900854467061,1148.05797992251,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-113.7355333,-255.6065192,4730.382526,34.000003972562,-2.30913816395239,0.0420420185152086,1130.39030633101,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-128.1944326,-227.3967909,4742.676904,83.2539145303119,2.48558301359108,0.547346464279389,1133.46425384334,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-112.4192385,-192.5983958,4668.707794,23.8308346372691,0.81358824897894,-0.851022115687439,1051.41707578964,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-106.6275773,-169.7528186,4665.180055,38.115898472775,-0.400980602841002,0.659669458561978,1040.79696801466,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-88.56737374,-147.5264183,4640.027761,63.5470960457953,-0.217721897489486,0.351086966190063,1009.48770610308,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-64.44541111,-130.4854611,4583.760807,52.6354127583332,0.0200177615416315,0.21679164830841,950.044177682688,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-42.77408982,-127.6080726,4535.88011,58.6471364558221,-0.316792674115519,0.0997689197854736,903.233915476778,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-36.44551285,-130.2507122,4477.635349,48.1064130342169,-3.12047436346166,-0.150131557671686,848.592815333263,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-42.61646072,-125.2061217,4525.076876,12.3829023383463,-0.121694018084991,0.0666683108461465,892.201827992756,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-42.7111756,-124.7308837,4537.450293,0,-1.57845088415283,0.0383879908386548,903.901784223408,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"Y"
"1","1","Test","Y","NA","NA",-42.7111756,-124.7308837,4537.450293,17.7723881865425,-1.56103182717231,-0.0406291002688641,903.901784223408,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-42.53778309,-124.0090062,4519.693418,50.1330284401267,0.114216086205583,-0.0707602458122193,886.704612381323,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-36.3765933,-118.4362617,4470.253507,43.7127655075729,0.278874580737985,-0.379074653676665,837.925005775738,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",-21.25941239,-97.84600872,4434.780726,55.3792060777473,0.645124778503562,-0.413471169827345,798.30524963521,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",8.418199945,-54.33085727,4417.677294,51.901625215254,-0.597920151825838,0.702707890734487,771.712572658669,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",30.54082967,-43.95717585,4371.88696,34.4498229987042,1.2700629260248,-0.043449658368192,726.997951077291,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",63.59263084,-35.61195093,4376.859481,56.8899500892414,-1.1971022122779,0.301904948094508,734.105785732455,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",91.96259098,-38.86587281,4327.655581,25.8389387431929,-0.547120768259684,0.245473762460658,693.021779477997,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",91.36823581,-46.56846633,4302.998583,11.229971875095,0.346997328716548,-0.0626923380796829,671.671518271223,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",94.82953355,-49.23796306,4292.654238,11.229971875095,3.14159265358979,-0.48001887051337,663.445523859009,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",91.36823581,-46.56846633,4302.998583,21.2676238083094,-0.343707931869164,0.265738583754937,671.671518271223,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",91.81065502,-47.11560381,4324.254564,26.5557136960919,-3.14159259152971,-0.0514582898769933,691.912619855026,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",91.2582321,-46.43242348,4297.713388,2.06028892670061,3.08714223989856,-1.06071679260448,666.648590522365,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"Y"
"1","1","Test","Y","NA","NA",91.33036503,-44.6091139,4298.670012,29.9215308097418,-3.08359932909023,0.938054568581686,667.065448160214,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",90.81938691,-40.18529431,4269.081725,34.0777401790651,0.210088287967922,-0.0509959653144886,638.001967255045,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",97.22025224,-33.43555595,4236.298157,40.2483568566939,0.267606210003607,-0.36127075954399,607.015224923936,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",112.3659398,-12.03374764,4205.761278,45.9672175509346,0.125405893026082,0.422369474947743,576.880298635339,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",137.5382768,-5.697246195,4167.824656,43.7717651946312,0.687775436934788,-0.184510428147926,548.308860204486,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",177.2295904,8.188132788,4155.668863,43.6441999834533,-0.128035251450974,0.656656985063777,548.960410922746,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",214.7919161,-6.113651863,4138.658665,87.8282703289979,-0.598377782845277,-0.267389320674077,554.477781146777,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",260.387509,-11.94717816,4063.820059,52.7671476672837,0.0822999519323048,0.233282578314447,520.584580068242,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",290.0682244,-27.52839392,4023.068952,16.7846316428185,2.44829750841492,-0.0184563861238813,514.612151579838,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",291.0963026,-32.18780437,4039.161087,21.3303141692494,-2.98600606582728,-0.416661508259466,527.851476919785,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",293.0335,-29.30920039,4018.114871,0,1.47901003019192,0.135366695139402,513.786137562297,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"Y"
"1","1","Test","Y","NA","NA",293.0335,-29.30920039,4018.114871,0,0,0,513.786137562297,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"Y"
"1","1","Test","Y","NA","NA",293.0335,-29.30920039,4018.114871,0,0,0,513.786137562297,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"Y"
"1","1","Test","Y","NA","NA",293.0335,-29.30920039,4018.114871,17.0783103019746,-1.44010727481304,-0.263611483999538,513.786137562297,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",295.1822173,-24.85912267,4001.767134,10.9470548600773,2.77351987196613,0.0594431713760147,502.940236812132,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",297.7030639,-22.63957646,4012.186201,27.048339569889,-2.51420776799453,-0.39018789336773,510.842213674182,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",306.2230333,-7.49316949,3991.459186,23.1749938335878,0.224549960680526,-0.379102423477773,498.683947977328,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",313.7386871,11.66874826,3980.809482,49.2789176146563,-0.361033799051051,0.596247264782381,492.191350069886,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",325.2294104,29.81961865,3936.4595,40.1736060218549,-0.0762764491843926,0.0680746507938996,470.218422105114,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",331.9768261,42.04189138,3898.78979,73.0627389604069,0.124535705743141,0.111776799339511,453.040637465376,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",353.2707634,56.36811959,3830.382983,41.7713499343345,-0.0314928847826232,-0.0380691147268732,439.407908026651,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",364.116249,66.11171308,3791.23859,88.0913863084577,-0.100144506031796,0.18745436829556,435.423016203094,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",379.0146793,70.33624653,3704.519028,6.10041378484182,-0.828352306403501,0.411120900483253,434.036189845817,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",375.526394,68.1692756,3700.007803,15.3412563249032,-2.16961724483227,-0.335615720400381,430.61795720284,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",370.7932718,67.7469762,3714.594556,5.40174662930502,-0.0200329708812761,-0.67485248010446,427.228911872887,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",369.5457188,71.0045119,3718.718988,0,-1.86452564159491,0.647321961006136,425.925811939179,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"Y"
"1","1","Test","Y","NA","NA",369.5457188,71.0045119,3718.718988,10.8032599711283,-1.66217770575475,-0.220998320305513,425.925811939179,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
"1","1","Test","Y","NA","NA",368.583852,73.37262724,3708.222452,16.1916854426008,-0.223307858343262,-0.244424009689399,423.598976391993,-48.77907218,136.090078,3672.017429,27.9068205,203.2600884,3939.15878,221.8919678,200.3985837,3725.844464,"N"
