"Exp","ID","Section","LM","NearFar","Site","X","Y","Z","step","yaw","pitch","CurrFlowerDist","flowerx","flowery","flowerz","LeftLMx","LeftLMy","LeftLMz","RightLMx","RightLMy","RightLMz","stops","stops"
1,1,"Test","Y",NA,NA,375.526394,-68.1692756,3700.007803,15.3412563249032,-0.466885479368119,2.08818803604442,430.61795720284,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,370.7932718,-67.7469762,3714.594556,5.40174662930502,-1.29403927060583,-0.387095951001416,427.228911872887,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,369.5457188,-71.0045119,3718.718988,0,-1.93653991650843,-0.868772346747834,425.925811939179,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y"
1,1,"Test","Y",NA,NA,369.5457188,-71.0045119,3718.718988,10.8032599711283,1.95661373156235,-1.33193581001235,425.925811939179,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,368.583852,-73.37262724,3708.222452,16.1916854426008,0.166504960484699,0.316428393572591,423.598976391993,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,364.105266,-80.6394597,3694.463597,25.4021890063867,-0.181633142507581,-0.145658580073721,417.195491636802,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,360.4403255,-90.06923267,3671.162979,27.0539910953702,0.419742574593124,0.230911698826092,411.799907391044,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,348.9502223,-101.4442403,3649.471848,17.0595379798949,0.196355437586741,0.300498416500891,399.871515589847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,337.4482712,-109.0460356,3639.424676,17.7254736338906,-0.242768483300266,0.282036265005395,388.542441120432,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,326.1621386,-121.3070936,3633.384636,22.781417047688,0.138353358263254,-0.564399211277792,377.216040040616,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,315.3940213,-130.16592,3615.369037,61.6190137042022,0.218515815731608,-0.394688078999816,368.600295684889,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,301.0582867,-137.4463324,3555.88471,25.9618501197335,0.437437982153738,0.361842936245514,368.612025735006,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,285.858576,-137.9400469,3534.843258,13.7796178588868,-0.415132270253514,1.81942114668471,361.66632571185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,277.8908425,-141.7653699,3545.414918,6.0875460506886,-0.119122765760257,-0.247270946247583,350.390693207873,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,273.7324448,-144.411601,3548.987509,0,-2.5748671985539,-0.627186230223928,345.281461339856,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y"
1,1,"Test","Y",NA,NA,273.7324448,-144.411601,3548.987509,7.55997221732364,2.50750961170782,1.14714331408609,345.281461339856,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,271.2287105,-146.2528148,3555.879129,19.5724081479337,-0.459285445509033,-2.05836213407884,340.582393734506,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,265.7176792,-156.9053227,3540.41201,25.0109177956708,0.132781766314583,0.257774935373917,341.557414427882,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,254.3379558,-173.1799515,3525.207262,38.9158810303066,0.368938009012955,0.319337014332158,338.834497213967,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,223.8230406,-193.6843305,3512.44575,31.1872029299356,0.0895277223414732,-0.0057748874687521,321.079632726887,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,198.0493402,-207.8356302,3502.048697,35.651094097292,0.312544658418937,-0.182401585851229,308.157523478175,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,167.7047322,-213.6581698,3484.263779,28.2261637546735,0.198009721132346,0.712612700819429,296.872833908146,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
1,1,"Test","Y",NA,NA,139.9892627,-213.4244289,3489.60367,25.8337119710675,0.101492611243897,0.661538891479517,273.658300723735,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N"
